EST	EST Length	Query Start Position
Locus_59835_Transcript_1	3573	1543
Locus_54358_Transcript_1	3238	166
Locus_54359_Transcript_1	3277	166
Locus_54357_Transcript_1	3313	166
Locus_35133_Transcript_1	802	799
Locus_127802_Transcript_1	2006	101
Locus_13855_Transcript_1	1770	1730
Locus_108277_Transcript_1	2680	1786
Locus_108274_Transcript_1	2655	1765
Locus_97123_Transcript_1	3492	110
Locus_5937_Transcript_1	1196	619
Locus_5933_Transcript_1	843	632
Locus_45515_Transcript_1	2056	1637
Locus_119838_Transcript_1	1306	1255
Locus_109381_Transcript_1	3672	3361
Locus_109383_Transcript_1	11,939	11628
Locus_64624_Transcript_1	3124	3077
Locus_44834_Transcript_1	1792	1764
Locus_44837_Transcript_1	3210	1744
Locus_44832_Transcript_1	1497	1469
Locus_104574_Transcript_1	1750	1581
Locus_104573_Transcript_1	1740	1581
Locus_104572_Transcript_1	1541	1369
Locus_104579_Transcript_1	1493	955
Locus_100523_Transcript_1	7596	105
Locus_125470_Transcript_1	1474	1450
Locus_96269_Transcript_1	4259	4159
Locus_70778_Transcript_1	2702	459
Locus_70774_Transcript_1	2339	515
Locus_70775_Transcript_1	2335	515
Locus_70776_Transcript_1	2893	515
Locus_70777_Transcript_1	2837	459
Locus_38715_Transcript_1	766	146
Locus_35829_Transcript_1	2973	53
Locus_35828_Transcript_1	3267	53
Locus_35828_Transcript_2	3188	53
Locus_35828_Transcript_3	3254	53
Locus_35828_Transcript_4	3333	53
Locus_35828_Transcript_5	3359	53
Locus_35828_Transcript_6	3438	53
Locus_35828_Transcript_7	3083	53
Locus_35828_Transcript_8	3162	53
Locus_129429_Transcript_1	908	804
Locus_48684_Transcript_1	4247	3405
Locus_48681_Transcript_1	728	642
Locus_124454_Transcript_1	6852	6714
Locus_124455_Transcript_1	6893	6755
Locus_124450_Transcript_2	2516	2351
Locus_124451_Transcript_1	2094	1905
Locus_121811_Transcript_1	3734	167
Locus_15965_Transcript_1	772	703
Locus_8647_Transcript_1	2391	180
Locus_66869_Transcript_1	1713	1656
Locus_66868_Transcript_1	1620	1563
Locus_127365_Transcript_1	1148	70
Locus_127363_Transcript_1	1706	618
Locus_129490_Transcript_1	3234	3138
Locus_68049_Transcript_1	1524	14
Locus_68048_Transcript_1	1337	14
Locus_68047_Transcript_1	1415	14
Locus_102229_Transcript_1	964	910
Locus_101919_Transcript_1	6401	6141
Locus_71323_Transcript_1	8343	8070
Locus_71326_Transcript_1	8462	8189
Locus_49813_Transcript_1	2752	2666
Locus_49816_Transcript_1	3424	3338
Locus_76670_Transcript_1	1497	1441
Locus_14585_Transcript_1	2059	1644
Locus_14585_Transcript_3	2151	1736
Locus_14585_Transcript_7	2131	1716
Locus_14585_Transcript_9	2624	2209
Locus_14585_Transcript_11	2309	2209
Locus_68997_Transcript_1	2730	227
Locus_45550_Transcript_1	2135	1861
Locus_45552_Transcript_1	2489	1865
Locus_127741_Transcript_1	3020	797
Locus_53119_Transcript_1	3853	2654
Locus_54118_Transcript_1	2821	2638
Locus_54119_Transcript_1	2877	2810
Locus_116927_Transcript_1	6923	6340
Locus_62980_Transcript_1	1247	98
Locus_62981_Transcript_1	1293	66
Locus_87744_Transcript_1	3535	1645
Locus_98818_Transcript_1	2062	391
Locus_31245_Transcript_1	2374	95
Locus_23084_Transcript_1	1740	1721
Locus_109492_Transcript_1	8957	8903
Locus_86940_Transcript_1	5717	5544
Locus_86941_Transcript_1	5787	5614
Locus_130264_Transcript_1	1923	873
Locus_130262_Transcript_1	2638	1185
Locus_130263_Transcript_1	1311	1200
Locus_122636_Transcript_1	2896	128
Locus_122638_Transcript_1	3207	128
Locus_126_Transcript_1	1225	1100
Locus_126_Transcript_2	1199	1074
Locus_130004_Transcript_2	1746	1635
Locus_108549_Transcript_1	7327	102
Locus_33069_Transcript_1	2030	262
Locus_33068_Transcript_1	2030	262
Locus_79109_Transcript_1	3193	232
Locus_79100_Transcript_1	3043	112
Locus_79101_Transcript_1	1978	112
Locus_79102_Transcript_1	1789	112
Locus_79103_Transcript_1	2016	232
Locus_79104_Transcript_1	3998	112
Locus_79105_Transcript_1	3817	232
Locus_79106_Transcript_1	3966	232
Locus_79107_Transcript_1	5028	232
Locus_473_Transcript_1	2306	77
Locus_122468_Transcript_2	2113	2043
Locus_122468_Transcript_3	2198	2158
Locus_122468_Transcript_4	2651	2611
Locus_27193_Transcript_1	918	833
Locus_27194_Transcript_1	1967	1882
Locus_126476_Transcript_1	1265	1249
Locus_126477_Transcript_1	1203	1187
Locus_57610_Transcript_1	1267	113
Locus_3994_Transcript_1	7357	223
Locus_3993_Transcript_1	2787	223
Locus_3992_Transcript_1	3212	223
Locus_57395_Transcript_1	6985	6449
Locus_6784_Transcript_1	1809	1799
Locus_6784_Transcript_2	1833	1823
Locus_111909_Transcript_1	1601	1539
Locus_99533_Transcript_1	2932	877
Locus_99537_Transcript_1	5071	3016
Locus_99536_Transcript_1	4127	2072
Locus_53579_Transcript_1	2812	1440
Locus_53578_Transcript_1	2188	105
Locus_24542_Transcript_1	2564	2557
Locus_34319_Transcript_1	4146	4024
Locus_55139_Transcript_1	524	449
Locus_55138_Transcript_1	1883	1717
Locus_55136_Transcript_1	1729	1647
Locus_55134_Transcript_1	1766	1647
Locus_55130_Transcript_1	1803	1647
Locus_87779_Transcript_1	2168	2064
Locus_98611_Transcript_1	2062	2013
Locus_105299_Transcript_1	524	71
Locus_83445_Transcript_1	2281	149
Locus_83446_Transcript_1	6120	149
Locus_83447_Transcript_1	6088	149
Locus_27837_Transcript_1	4296	82
Locus_27838_Transcript_1	4386	82
Locus_88537_Transcript_1	3704	3109
Locus_6249_Transcript_2	1892	162
Locus_6249_Transcript_4	1958	162
Locus_6249_Transcript_6	2119	162
Locus_96210_Transcript_1	1905	13
Locus_118464_Transcript_1	2221	2081
Locus_2524_Transcript_1	1669	1571
Locus_60451_Transcript_1	6579	6579
Locus_87777_Transcript_1	2112	2008
Locus_70194_Transcript_1	5639	5584
Locus_70193_Transcript_1	5225	5170
Locus_30006_Transcript_1	7486	7116
Locus_30007_Transcript_1	7510	7140
Locus_116889_Transcript_1	436	19
Locus_86608_Transcript_1	6638	5113
Locus_16775_Transcript_1	5418	5377
Locus_90248_Transcript_1	2589	205
Locus_85116_Transcript_1	3546	1483
Locus_85117_Transcript_1	3870	1483
Locus_85113_Transcript_1	4003	1728
Locus_59756_Transcript_1	6356	37
Locus_123049_Transcript_1	1109	53
Locus_3052_Transcript_1	1398	1330
Locus_129493_Transcript_1	3295	3168
Locus_129492_Transcript_1	3265	3138
Locus_129497_Transcript_1	3326	3230
Locus_129496_Transcript_1	3280	3184
Locus_107287_Transcript_1	2282	2227
Locus_92483_Transcript_1	1449	151
Locus_77428_Transcript_1	1144	372
Locus_77426_Transcript_1	850	372
Locus_127743_Transcript_1	2553	1401
Locus_127742_Transcript_1	6215	6115
Locus_107288_Transcript_1	1642	1587
Locus_37617_Transcript_1	2747	206
Locus_644_Transcript_1	1815	1773
Locus_644_Transcript_2	1682	1640
Locus_72978_Transcript_1	4008	2575
Locus_72979_Transcript_1	4903	3470
Locus_122440_Transcript_1	2291	117
Locus_16631_Transcript_1	2106	62
Locus_16631_Transcript_2	2096	62
Locus_16631_Transcript_3	2083	62
Locus_16631_Transcript_4	2109	62
Locus_100742_Transcript_1	3201	2312
Locus_22437_Transcript_1	1907	20
Locus_22437_Transcript_2	1929	20
Locus_102876_Transcript_1	10,284	10077
Locus_102877_Transcript_1	11,232	11025
Locus_102875_Transcript_1	10,819	10612
Locus_124812_Transcript_1	659	598
Locus_102296_Transcript_1	1286	794
Locus_3392_Transcript_1	2572	43
Locus_118499_Transcript_1	2256	122
Locus_116924_Transcript_1	5678	5095
Locus_44068_Transcript_1	1306	1253
Locus_44067_Transcript_1	1644	1591
Locus_44063_Transcript_1	2574	130
Locus_12961_Transcript_1	2238	117
Locus_12963_Transcript_1	2546	117
Locus_12962_Transcript_1	2381	117
Locus_6954_Transcript_1	1624	143
Locus_6955_Transcript_1	1691	210
Locus_42629_Transcript_1	1777	733
Locus_42628_Transcript_1	1371	129
Locus_29224_Transcript_1	2223	2168
Locus_2816_Transcript_1	2938	2733
Locus_59590_Transcript_1	4069	1172
Locus_27283_Transcript_1	790	733
Locus_32300_Transcript_1	1489	136
Locus_26157_Transcript_1	2370	353
Locus_26156_Transcript_1	2445	353
Locus_26155_Transcript_1	1230	353
Locus_26153_Transcript_1	2431	353
Locus_26151_Transcript_1	2456	353
Locus_26150_Transcript_1	2410	353
Locus_26159_Transcript_1	2312	353
Locus_26158_Transcript_1	2511	353
Locus_119606_Transcript_1	2726	40
Locus_112138_Transcript_1	1382	141
Locus_112136_Transcript_1	1406	141
Locus_112137_Transcript_1	1382	141
Locus_76396_Transcript_1	643	587
Locus_76397_Transcript_1	673	617
Locus_86352_Transcript_1	6167	6119
Locus_101938_Transcript_1	3246	3097
Locus_101939_Transcript_1	3361	3046
Locus_14890_Transcript_1	4363	4302
Locus_14271_Transcript_1	1397	58
Locus_65189_Transcript_1	3164	818
Locus_65187_Transcript_1	1149	850
Locus_65186_Transcript_1	1172	873
Locus_82951_Transcript_1	1261	1010
Locus_82953_Transcript_1	1497	1350
Locus_17742_Transcript_1	2388	162
Locus_20470_Transcript_1	1699	345
Locus_2993_Transcript_1	2766	98
Locus_2993_Transcript_2	2822	98
Locus_2993_Transcript_3	2799	141
Locus_2993_Transcript_4	2809	141
Locus_98720_Transcript_1	4678	2284
Locus_18173_Transcript_1	4233	68
Locus_18174_Transcript_1	4646	68
Locus_84829_Transcript_1	3652	369
Locus_7312_Transcript_1	846	28
Locus_59146_Transcript_1	3105	147
Locus_59147_Transcript_1	3011	254
Locus_59149_Transcript_1	3939	981
Locus_21885_Transcript_1	5434	69
Locus_53300_Transcript_1	2305	689
Locus_53301_Transcript_1	2579	689
Locus_94638_Transcript_1	4071	3820
Locus_62746_Transcript_1	4744	2595
Locus_62747_Transcript_1	4694	2545
Locus_62744_Transcript_1	2962	2751
Locus_62745_Transcript_1	4721	2572
Locus_62742_Transcript_1	2807	2631
Locus_62743_Transcript_1	2694	2518
Locus_62741_Transcript_1	2690	2492
Locus_89630_Transcript_1	563	160
Locus_62748_Transcript_1	4950	2801
Locus_62749_Transcript_1	4977	2828
Locus_72199_Transcript_1	1618	1103
Locus_72190_Transcript_1	1889	938
Locus_76608_Transcript_1	1444	1421
Locus_100108_Transcript_1	1666	1023
Locus_100109_Transcript_1	1215	995
Locus_100105_Transcript_1	698	478
Locus_100106_Transcript_1	1105	1023
Locus_100107_Transcript_1	1223	1023
Locus_70956_Transcript_1	1535	1521
Locus_70957_Transcript_1	1589	1447
Locus_70958_Transcript_1	1842	1706
Locus_70959_Transcript_1	2905	2891
Locus_18035_Transcript_1	3605	3605
Locus_31459_Transcript_1	1419	1292
Locus_69890_Transcript_1	5803	5752
Locus_94738_Transcript_1	2556	8
Locus_94739_Transcript_1	1431	8
Locus_87550_Transcript_1	2115	1689
Locus_87551_Transcript_1	2112	1686
Locus_4300_Transcript_1	1336	1189
Locus_43912_Transcript_1	2209	2120
Locus_43911_Transcript_1	2158	2069
Locus_43918_Transcript_1	4080	53
Locus_43919_Transcript_1	4056	53
Locus_69862_Transcript_1	3035	417
Locus_69863_Transcript_1	2496	417
Locus_69866_Transcript_1	2558	417
Locus_69867_Transcript_1	2521	417
Locus_69864_Transcript_1	2413	417
Locus_69865_Transcript_1	2426	417
Locus_96247_Transcript_1	1082	444
Locus_96249_Transcript_1	2170	206
Locus_124742_Transcript_1	2977	152
Locus_124315_Transcript_1	6082	157
Locus_124314_Transcript_1	6189	157
Locus_124313_Transcript_1	6154	157
Locus_124312_Transcript_1	6025	157
Locus_124311_Transcript_1	5953	157
Locus_124310_Transcript_1	5846	157
Locus_12367_Transcript_1	2680	136
Locus_12366_Transcript_1	4866	136
Locus_12365_Transcript_1	2724	136
Locus_12369_Transcript_1	2688	136
Locus_12368_Transcript_1	2629	136
Locus_97975_Transcript_1	2238	149
Locus_97974_Transcript_1	2216	149
Locus_97971_Transcript_1	1683	149
Locus_97970_Transcript_1	1701	149
Locus_92228_Transcript_1	2852	2669
Locus_92226_Transcript_1	3007	2824
Locus_92227_Transcript_1	3029	2846
Locus_92220_Transcript_1	2812	2629
Locus_74198_Transcript_1	7272	7206
Locus_74190_Transcript_1	7674	7608
Locus_74191_Transcript_1	7765	7699
Locus_74197_Transcript_1	7645	7579
Locus_52851_Transcript_1	2246	921
Locus_52850_Transcript_1	2307	755
Locus_52853_Transcript_1	1168	330
Locus_52852_Transcript_1	2027	718
Locus_93884_Transcript_1	2591	965
Locus_47422_Transcript_1	1550	1448
Locus_47423_Transcript_1	2486	1786
Locus_47420_Transcript_1	1559	1448
Locus_47426_Transcript_1	1938	1786
Locus_47424_Transcript_1	1938	1786
Locus_47425_Transcript_1	1938	1786
Locus_93883_Transcript_1	951	910
Locus_47428_Transcript_1	1980	1786
Locus_47429_Transcript_1	2269	2075
Locus_93882_Transcript_1	2044	964
Locus_119277_Transcript_1	1079	187
Locus_69900_Transcript_1	1894	1890
Locus_126296_Transcript_1	2169	1739
Locus_42133_Transcript_1	935	827
Locus_42131_Transcript_1	1599	1529
Locus_58519_Transcript_1	1746	1498
Locus_76620_Transcript_1	1655	1632
Locus_76621_Transcript_1	1614	1581
Locus_76622_Transcript_1	1614	1581
Locus_61175_Transcript_1	1295	73
Locus_69419_Transcript_1	4002	124
Locus_69417_Transcript_1	3920	124
Locus_80814_Transcript_1	3490	3474
Locus_80815_Transcript_1	1863	1847
Locus_80811_Transcript_1	2954	2905
Locus_80818_Transcript_1	1874	1858
Locus_80819_Transcript_1	3709	3693
Locus_8919_Transcript_1	667	582
Locus_116105_Transcript_1	1269	133
Locus_116105_Transcript_2	1690	133
Locus_66743_Transcript_1	986	958
Locus_48058_Transcript_1	2774	85
Locus_48059_Transcript_1	2755	85
Locus_66780_Transcript_1	1938	1526
Locus_66781_Transcript_1	3492	166
Locus_61255_Transcript_1	3270	135
Locus_91062_Transcript_1	5448	208
Locus_99736_Transcript_1	1271	552
Locus_44753_Transcript_1	3190	2972
Locus_44752_Transcript_1	3070	2852
Locus_29725_Transcript_1	2595	2495
Locus_25361_Transcript_1	1703	4
Locus_25360_Transcript_1	1985	388
Locus_61909_Transcript_1	767	528
Locus_61908_Transcript_1	598	528
Locus_39875_Transcript_1	3287	2883
Locus_93881_Transcript_1	1901	964
Locus_111913_Transcript_1	1582	1519
Locus_111912_Transcript_1	1582	1519
Locus_111915_Transcript_1	1590	1527
Locus_111914_Transcript_1	1577	1514
Locus_111917_Transcript_1	1582	1519
Locus_111916_Transcript_1	1590	1527
Locus_105963_Transcript_1	4747	4604
Locus_93880_Transcript_1	6445	964
Locus_86618_Transcript_1	1748	1472
Locus_86612_Transcript_1	4968	4534
Locus_86613_Transcript_1	5116	4682
Locus_86610_Transcript_1	5638	5113
Locus_86611_Transcript_1	5559	5034
Locus_4855_Transcript_1	1979	206
Locus_11269_Transcript_1	1915	83
Locus_11269_Transcript_2	2009	171
Locus_64779_Transcript_1	4114	107
Locus_64778_Transcript_1	4168	107
Locus_9157_Transcript_2	1582	86
Locus_21446_Transcript_1	3284	2987
Locus_21447_Transcript_1	3197	2900
Locus_111283_Transcript_1	7033	80
Locus_104797_Transcript_1	2215	1161
Locus_79207_Transcript_1	1483	1274
Locus_79208_Transcript_1	1496	1287
Locus_115296_Transcript_1	2748	2211
Locus_100178_Transcript_1	1579	246
Locus_97669_Transcript_1	2422	890
Locus_88321_Transcript_1	3053	2827
Locus_126891_Transcript_1	2186	1169
Locus_125115_Transcript_1	3684	3616
Locus_125115_Transcript_2	3740	3672
Locus_125115_Transcript_3	3865	3797
Locus_125115_Transcript_4	3831	3763
Locus_125115_Transcript_5	3806	3738
Locus_125115_Transcript_6	3680	3612
Locus_125115_Transcript_7	3724	3656
Locus_24274_Transcript_1	2196	2081
Locus_24275_Transcript_1	2196	2081
Locus_14105_Transcript_1	2262	2176
Locus_14104_Transcript_1	1646	1560
Locus_14107_Transcript_1	2040	1954
Locus_14106_Transcript_1	2235	2149
Locus_14109_Transcript_1	2008	1922
Locus_14108_Transcript_1	2203	2117
Locus_101375_Transcript_1	1640	1575
Locus_101376_Transcript_1	1640	1575
Locus_101377_Transcript_1	1529	1472
Locus_101370_Transcript_1	1640	1583
Locus_101373_Transcript_1	1623	1566
Locus_123874_Transcript_1	1260	117
Locus_77149_Transcript_1	1327	1289
Locus_80521_Transcript_1	3387	3331
Locus_94853_Transcript_1	1310	1217
Locus_94852_Transcript_1	1379	1217
Locus_69893_Transcript_1	5307	3399
Locus_69891_Transcript_1	5621	5570
Locus_69895_Transcript_1	6018	3400
Locus_65405_Transcript_1	3656	675
Locus_65406_Transcript_1	3726	675
Locus_65403_Transcript_1	1583	1552
Locus_2254_Transcript_1	5143	2588
Locus_2253_Transcript_1	5011	2456
Locus_2252_Transcript_1	4954	2456
Locus_54890_Transcript_1	792	740
Locus_54895_Transcript_1	857	731
Locus_54894_Transcript_1	793	731
Locus_62982_Transcript_1	1046	66
Locus_120520_Transcript_1	2191	134
Locus_97685_Transcript_1	3043	707
Locus_97684_Transcript_1	3697	717
Locus_97989_Transcript_1	1803	166
Locus_97683_Transcript_1	3672	717
Locus_97682_Transcript_1	3685	717
Locus_49722_Transcript_1	3030	2952
Locus_97987_Transcript_1	2110	166
Locus_120521_Transcript_1	2158	134
Locus_44188_Transcript_1	1559	79
Locus_79656_Transcript_1	2236	1452
Locus_25449_Transcript_1	4073	3932
Locus_125469_Transcript_1	1185	1161
Locus_33072_Transcript_1	2094	320
Locus_33073_Transcript_1	2063	320
Locus_33070_Transcript_1	1916	262
Locus_33071_Transcript_1	1944	262
Locus_33079_Transcript_1	2686	890
Locus_129323_Transcript_1	5187	5045
Locus_120276_Transcript_1	4203	3960
Locus_52414_Transcript_1	3665	3488
Locus_85046_Transcript_1	2101	462
Locus_85047_Transcript_1	2769	1130
Locus_85044_Transcript_1	1837	198
Locus_85045_Transcript_1	2991	1346
Locus_85043_Transcript_1	1739	100
Locus_85048_Transcript_1	4097	2458
Locus_85049_Transcript_1	3003	1364
Locus_10088_Transcript_1	2140	2064
Locus_10089_Transcript_1	2245	2192
Locus_10087_Transcript_1	1822	1749
Locus_29575_Transcript_1	1833	971
Locus_1380_Transcript_1	4806	4647
Locus_120272_Transcript_1	2229	2121
Locus_40942_Transcript_1	3253	3248
Locus_110990_Transcript_1	6622	1441
Locus_120273_Transcript_1	2229	2121
Locus_55268_Transcript_1	2586	116
Locus_4518_Transcript_2	767	702
Locus_53451_Transcript_1	2782	2563
Locus_123442_Transcript_1	931	106
Locus_52220_Transcript_1	7475	169
Locus_52221_Transcript_1	7498	169
Locus_45532_Transcript_1	2260	1841
Locus_45530_Transcript_1	1981	1841
Locus_45531_Transcript_1	2260	1841
Locus_1484_Transcript_5	4090	148
Locus_1484_Transcript_6	3969	148
Locus_33409_Transcript_1	1899	339
Locus_33408_Transcript_1	869	339
Locus_33407_Transcript_1	2606	339
Locus_33406_Transcript_1	1710	281
Locus_71895_Transcript_1	3240	3153
Locus_87790_Transcript_1	2356	1796
Locus_87791_Transcript_1	2467	1907
Locus_87792_Transcript_1	2355	1795
Locus_87793_Transcript_1	2374	1814
Locus_101095_Transcript_1	3570	2620
Locus_101096_Transcript_1	2620	2448
Locus_87795_Transcript_1	2006	1891
Locus_87796_Transcript_1	2057	1947
Locus_87797_Transcript_1	1835	1725
Locus_125117_Transcript_1	1055	987
Locus_99495_Transcript_1	3475	3264
Locus_47610_Transcript_1	3550	3476
Locus_95892_Transcript_1	3961	3673
Locus_82908_Transcript_1	5264	4796
Locus_82909_Transcript_1	5286	4818
Locus_82906_Transcript_1	5322	4854
Locus_82907_Transcript_1	5300	4832
Locus_49868_Transcript_1	1817	203
Locus_49867_Transcript_1	1461	203
Locus_79164_Transcript_1	4015	72
Locus_77304_Transcript_1	2378	2179
Locus_98772_Transcript_1	2444	580
Locus_98770_Transcript_1	6241	4377
Locus_98771_Transcript_1	4107	2243
Locus_98774_Transcript_1	4738	4607
Locus_98775_Transcript_1	4786	4654
Locus_26221_Transcript_1	3457	119
Locus_26220_Transcript_1	3456	119
Locus_26225_Transcript_1	2424	2377
Locus_26224_Transcript_1	765	718
Locus_4942_Transcript_2	1795	42
Locus_53863_Transcript_1	1733	473
Locus_14790_Transcript_1	1239	130
Locus_14791_Transcript_1	1272	130
Locus_14792_Transcript_1	1291	204
Locus_83501_Transcript_1	2391	99
Locus_83503_Transcript_1	2391	99
Locus_83502_Transcript_1	2163	99
Locus_83504_Transcript_1	2980	918
Locus_101177_Transcript_1	3973	117
Locus_46412_Transcript_1	1602	1580
Locus_46413_Transcript_1	1625	1590
Locus_46414_Transcript_1	1719	1697
Locus_115295_Transcript_1	2383	2168
Locus_129484_Transcript_1	1555	123
Locus_129486_Transcript_1	3143	3047
Locus_129487_Transcript_1	3097	3001
Locus_129480_Transcript_1	2412	128
Locus_129482_Transcript_1	2497	97
Locus_129489_Transcript_1	3180	3053
Locus_47450_Transcript_1	1882	1692
Locus_62739_Transcript_1	4404	1825
Locus_62738_Transcript_1	3342	1893
Locus_111898_Transcript_1	1581	1520
Locus_111894_Transcript_1	1580	1526
Locus_111896_Transcript_1	1632	1520
Locus_111890_Transcript_1	1693	1526
Locus_72169_Transcript_1	2981	1636
Locus_72168_Transcript_1	1833	1636
Locus_72167_Transcript_1	1735	1636
Locus_72166_Transcript_1	706	565
Locus_72164_Transcript_1	908	802
Locus_100239_Transcript_1	1846	673
Locus_18861_Transcript_1	6669	114
Locus_52410_Transcript_1	3605	3428
Locus_89646_Transcript_1	775	723
Locus_89641_Transcript_1	886	144
Locus_89642_Transcript_1	1222	488
Locus_89643_Transcript_1	1251	524
Locus_39237_Transcript_1	5470	1009
Locus_39235_Transcript_1	1503	865
Locus_18281_Transcript_1	6133	243
Locus_59679_Transcript_1	2176	146
Locus_61169_Transcript_1	3763	73
Locus_61168_Transcript_1	1373	120
Locus_106730_Transcript_1	3614	3591
Locus_22868_Transcript_1	4707	78
Locus_22867_Transcript_1	4734	78
Locus_22866_Transcript_1	4763	78
Locus_15079_Transcript_1	3805	171
Locus_30631_Transcript_2	2442	2328
Locus_76400_Transcript_1	690	588
Locus_76401_Transcript_1	825	588
Locus_89385_Transcript_1	3716	2337
Locus_89384_Transcript_1	3955	2576
Locus_89383_Transcript_1	3650	2337
Locus_89382_Transcript_1	3716	2337
Locus_82454_Transcript_1	2565	1215
Locus_82455_Transcript_1	2644	1294
Locus_82456_Transcript_1	2647	1696
Locus_82457_Transcript_1	3041	1696
Locus_82450_Transcript_1	3664	421
Locus_82451_Transcript_1	4310	421
Locus_82458_Transcript_1	1612	1415
Locus_82459_Transcript_1	2544	1415
Locus_100009_Transcript_1	610	549
Locus_123609_Transcript_1	1111	98
Locus_123609_Transcript_2	1366	98
Locus_97922_Transcript_1	2135	1945
Locus_97923_Transcript_1	1893	191
Locus_97921_Transcript_1	2135	1945
Locus_92257_Transcript_1	1869	14
Locus_92256_Transcript_1	1797	14
Locus_66570_Transcript_1	1658	1600
Locus_66573_Transcript_1	2908	2794
Locus_66576_Transcript_1	1796	1745
Locus_65218_Transcript_1	2709	1477
Locus_65213_Transcript_1	2223	1924
Locus_65215_Transcript_1	1820	1521
Locus_65214_Transcript_1	2553	2254
Locus_65217_Transcript_1	3100	1477
Locus_65216_Transcript_1	1847	1548
Locus_75298_Transcript_1	3028	2887
Locus_75299_Transcript_1	2250	2109
Locus_75294_Transcript_1	2990	2849
Locus_75296_Transcript_1	2905	2764
Locus_75297_Transcript_1	2921	2780
Locus_102375_Transcript_1	746	119
Locus_102374_Transcript_1	784	157
Locus_102377_Transcript_1	561	101
Locus_102376_Transcript_1	616	101
Locus_102379_Transcript_1	849	101
Locus_24173_Transcript_1	1615	68
Locus_24172_Transcript_1	1634	68
Locus_24171_Transcript_1	2493	199
Locus_24170_Transcript_1	2740	198
Locus_64797_Transcript_1	957	722
Locus_64796_Transcript_1	2043	722
Locus_129485_Transcript_1	2815	2719
Locus_115266_Transcript_1	4833	4592
Locus_129481_Transcript_1	2481	97
Locus_23255_Transcript_1	960	954
Locus_23254_Transcript_1	1087	1081
Locus_64798_Transcript_1	816	675
Locus_118412_Transcript_1	1540	15
Locus_118411_Transcript_1	1701	15
Locus_118410_Transcript_1	1707	15
Locus_121911_Transcript_2	2226	165
Locus_121911_Transcript_3	2141	155
Locus_43848_Transcript_1	2046	1256
Locus_33083_Transcript_1	3182	890
Locus_33082_Transcript_1	3162	890
Locus_33081_Transcript_1	2913	641
Locus_33080_Transcript_1	2598	890
Locus_33085_Transcript_1	3684	1404
Locus_33084_Transcript_1	3415	1155
Locus_33089_Transcript_1	3419	1147
Locus_63286_Transcript_1	3729	3659
Locus_50970_Transcript_1	1893	77
Locus_79759_Transcript_1	3007	2755
Locus_53544_Transcript_1	1137	116
Locus_53545_Transcript_1	2006	116
Locus_53546_Transcript_1	2062	116
Locus_53547_Transcript_1	1840	116
Locus_114088_Transcript_1	3765	39
Locus_114089_Transcript_1	3947	39
Locus_114084_Transcript_1	4617	68
Locus_114085_Transcript_1	4587	68
Locus_114086_Transcript_1	3838	68
Locus_8881_Transcript_1	3346	220
Locus_8881_Transcript_2	3324	220
Locus_116628_Transcript_1	4377	53
Locus_116629_Transcript_1	3788	53
Locus_58970_Transcript_1	1847	34
Locus_1379_Transcript_1	5385	160
Locus_1378_Transcript_1	6160	160
Locus_86272_Transcript_1	1291	1101
Locus_118488_Transcript_1	367	90
Locus_14314_Transcript_1	4011	1029
Locus_14315_Transcript_1	3960	1029
Locus_14316_Transcript_1	3984	1029
Locus_14313_Transcript_1	3987	1029
Locus_46090_Transcript_1	2569	100
Locus_43112_Transcript_1	1727	1606
Locus_48026_Transcript_1	4977	40
Locus_48025_Transcript_1	5084	40
Locus_99740_Transcript_1	5029	1932
Locus_99742_Transcript_1	3024	1947
Locus_99746_Transcript_1	9208	5813
Locus_1471_Transcript_1	1256	150
Locus_1474_Transcript_1	1155	150
Locus_111895_Transcript_1	1574	1520
Locus_32367_Transcript_1	3553	172
Locus_109378_Transcript_1	1700	1389
Locus_109379_Transcript_1	1992	1681
Locus_105709_Transcript_1	1390	206
Locus_103062_Transcript_1	1268	1093
Locus_103063_Transcript_1	1314	1117
Locus_103060_Transcript_1	1482	1117
Locus_103064_Transcript_1	1393	1269
Locus_103065_Transcript_1	1403	1279
Locus_88308_Transcript_1	1251	1233
Locus_4051_Transcript_1	2507	2410
Locus_4051_Transcript_3	2596	2563
Locus_4051_Transcript_4	2576	2512
Locus_4051_Transcript_5	2568	2535
Locus_4051_Transcript_10	2442	2409
Locus_4051_Transcript_11	2596	2563
Locus_4051_Transcript_12	2422	2358
Locus_4051_Transcript_13	2576	2512
Locus_4051_Transcript_14	2529	2432
Locus_4051_Transcript_15	2683	2586
Locus_4051_Transcript_16	2683	2586
Locus_1534_Transcript_1	1611	1487
Locus_1533_Transcript_1	1581	1433
Locus_1532_Transcript_1	1503	1442
Locus_701_Transcript_1	1082	627
Locus_102255_Transcript_1	1796	670
Locus_93872_Transcript_1	1048	925
Locus_93873_Transcript_1	907	784
Locus_71912_Transcript_1	1779	481
Locus_99465_Transcript_1	5870	712
Locus_99464_Transcript_1	5465	700
Locus_99469_Transcript_1	4135	747
Locus_99468_Transcript_1	5508	743
Locus_51653_Transcript_1	2976	36
Locus_27169_Transcript_1	5722	2244
Locus_27168_Transcript_1	5719	2244
Locus_75979_Transcript_1	2547	2501
Locus_57609_Transcript_1	3492	113
Locus_40606_Transcript_1	3076	71
Locus_40605_Transcript_1	3372	65
Locus_40604_Transcript_1	3439	65
